XCoord,YCoord,FID,COUNTY,TOWN,DEC_WELL_N,FOIL_LOC,LATITUDE,LONGITUDE,WELL_DEPTH,ROCK_DEPTH,GW_DEPTH,CASED_DEPT,SCR,YT_AVGDISC,REGNUMBER,DDLAT,DDLONG
551333.46032585,4757838.10253745,8347,MONTGOMERY,Mohawk,MT995,OLD JOHNSTOWN RD,42 58 17.3,74 22 13.8,120,22,6,30,N,30,NYRD10002,42.971472,-74.370500
544653.30787349,4755030.43843777,8348,MONTGOMERY,Montgomery,MT857,HICKORY HILL RD,42 56 47.8,74 27 09.5,247,132,32,132,N,3,NYRD10101,42.946611,-74.452639
530982.60051261,4754825.52014576,8349,MONTGOMERY,Palatine,MT1033,RT 5,42 56 43.6,74 37 12.8,90,4,40,19,N,6,NYRD10112,42.945444,-74.620222
533738.81304113,4755637.46513134,8350,MONTGOMERY,Palatine,MT1055,STONE ARABIA RD,42 57 09.5,74 35 11.0,240,11,35, ,N,3,NYRD10227,42.952639,-74.586389
540528.65849398,4750075.40140230,8351,MONTGOMERY,Palatine,MT1275,SALVATION LN,42 54 08.0,74 30 12.8,140,2,17,19,N,10,NYRD10101,42.902222,-74.503556
536814.59499713,4757997.69473495,8352,MONTGOMERY,Palatine,MT636,ST HWY 10,42 58 25.5,74 32 54.7,86,2,20,8,N,12,NYRD10101,42.973750,-74.548528
532056.04534377,4756434.50693427,8353,MONTGOMERY,Palatine,MT670,STONE ARABIA RD,42 57 35.6,74 36 25.1,104,24,25,25,N,3,NYRD10112,42.959889,-74.606972
537534.30688996,4756039.69409642,8354,MONTGOMERY,Palatine,MT672,N/A,42 57 21.9,74 32 23.4,300,8,8,20,N,0,NYRD10116,42.956083,-74.539833
535825.39481013,4758735.87821162,8355,MONTGOMERY,Palatine,MT692,SALTSMAN RD,42 58 49.6,74 33 38.2,223,5,53,18,N,1,NYRD10101,42.980444,-74.560611
534759.60410930,4758989.50787737,8356,MONTGOMERY,Palatine,MT693,ST HWY 67,42 58 58.0,74 34 25.2,223,20,12,20,N,1.5,NYRD10101,42.982778,-74.573667
532469.02449116,4755822.58952460,8357,MONTGOMERY,Palatine,MT694,STONE ARABIA RD,42 57 15.7,74 36 07.0,347,2,67,18,N,2,NYRD10101,42.954361,-74.601944
539285.83018602,4751675.32960473,8358,MONTGOMERY,Palatine,MT763,MCKINLEY RD,42 55 00.1,74 31 07.2,297,5,62,18,N,20,NYRD10101,42.916694,-74.518667
539234.72468479,4751493.03792164,8359,MONTGOMERY,Palatine,MT900,MCKINLEY RD,42 54 54.2,74 31 09.5,123,3,19,20,N,8,NYRD10101,42.915056,-74.519306
547112.05477576,4740804.51136226,8360,MONTGOMERY,Root,MT1073,RT 162,42 49 06.1,74 25 25.3,136,37,12, ,N,5,NYRD10103,42.818361,-74.423694
539708.97180224,4738842.28783516,8361,MONTGOMERY,Root,MT1107,WEST LYKERS RD,42 48 04.0,74 30 51.8,244,-999,25,244,N,60,NYRD10227,42.801111,-74.514389
545443.64282496,4739321.89645972,8362,MONTGOMERY,Root,MT1132,EAST LYKERS RD,42 48 18.4,74 26 39.2,380,98,23,98,N,0.5,NYRD10227,42.805111,-74.444222
545695.06702863,4751387.99853883,8363,MONTGOMERY,Root,MT1269,OLD RIVER RD,42 54 49.5,74 26 24.6,58,-999,44,58,N,20,NYRD10227,42.913750,-74.440167
540463.10515531,4747341.94386536,8364,MONTGOMERY,Root,MT606,HILLTOP RD,42 52 39.4,74 30 16.4,543,20,515,30,N,1,NYRD10030,42.877611,-74.504556
545651.70984320,4751088.48710848,8365,MONTGOMERY,Root,MT617,ARGERSINGER RD,42 54 39.8,74 26 26.6,31,-999,10,31,N,18,NYRD10112,42.911056,-74.440722
546143.84590948,4745329.43911629,8366,MONTGOMERY,Root,MT633,LOGTOWN RD,42 51 33.0,74 26 06.6,380,30, ,30,N,1,NYRD10227,42.859167,-74.435167
544233.14942985,4739653.34160949,8367,MONTGOMERY,Root,MT634,EAST LYKERS RD,42 48 29.4,74 27 32.4,53,-999,15,53,N,8,NYRD10227,42.808167,-74.459000
539798.45181396,4744583.41629663,8368,MONTGOMERY,Root,MT667,N/A,42 51 10.1,74 30 46.4,98,-999,35,98,N,0,NYRD10116,42.852806,-74.512889
541979.78524360,4741937.35279335,8369,MONTGOMERY,Root,MT674,CARLISLE RD,42 49 43.9,74 29 11.0,44,20,15,37,N,12,NYRD10322,42.828861,-74.486389
545992.00054365,4743940.28775251,8370,MONTGOMERY,Root,MT689,BRAND RD,42 50 48.0,74 26 13.7, ,-999,50,48.5,N, ,NYRD10116,42.846667,-74.437139
539861.87038329,4746955.92732165,8371,MONTGOMERY,Root,MT719,HILLTOP RD,42 52 27.0,74 30 43.0,440,112,25,110,N,4,NYRD10227,42.874167,-74.511944
543119.01360735,4739485.87823494,8372,MONTGOMERY,Root,MT873,CARLISLE RD,42 48 24.2,74 28 21.5,550,18, ,23,N, ,NYRD10002,42.806722,-74.472639
545204.18108195,4751215.08768663,8373,MONTGOMERY,Root,MT874,CODDINGTON ST,42 54 44.0,74 26 46.3,120,103,18,103,N,10,NYRD10030,42.912222,-74.446194
541829.29571245,4748016.42054237,8374,MONTGOMERY,Root,MT988,KLEMME RD,42 53 01.0,74 29 16.0,210,10,20,20,N,30,NYRD10227,42.883611,-74.487778
525174.79784306,4762124.84653808,8375,MONTGOMERY,St Johnsville,MT1034,MILL RD,43 00 41.0,74 41 27.9,165,3,20,20,N,20,NYRD10030,43.011389,-74.691083
528051.63530992,4761111.90007709,8376,MONTGOMERY,St Johnsville,MT1268,VEDDER RD,43 00 07.8,74 39 21.0,247,1, ,19,N,10,NYRD10101,43.002167,-74.655833
524838.61068847,4761195.11701491,8377,MONTGOMERY,St Johnsville,MT644,MILL RD,43 00 10.9,74 41 42.9,135,3,44,19,N,30,NYRD10110,43.003028,-74.695250
524867.00088791,4761482.09907650,8378,MONTGOMERY,St Johnsville,MT677,MILL RD,43 00 20.2,74 41 41.6,160,1,75,18.299999237,N,30,NYRD10221,43.005611,-74.694889
531517.92957506,4761117.72411696,8379,MONTGOMERY,St Johnsville,MT826,BAUM RD,43 00 07.5,74 36 47.9,74,17,70,20.5,N,4,NYRD10112,43.002083,-74.613306
526748.68147771,4763133.35447342,8380,MONTGOMERY,St Johnsville,MT905,TRIUMPHO RD,43 01 13.5,74 40 18.2,140,139,40,137.5,N,6,NYRD10062,43.020417,-74.671722
215756.10965090,4794413.87180760,8381,NIAGARA,Hartland,NI1205,RIDGE RD,43 14 56.2,78 30 04.8,36, , , ,N,4,NYRD10009,43.248944,-78.501333
181181.17275969,4785989.17718638,8382,NIAGARA,Lewiston,NI1200,CHEW RD,43 09 34.0,78 55 17.2,40,5, , ,N,15,NYRD10009,43.159444,-78.921444
NULL,NULL,8383,NIAGARA,Lewiston,NI1201,UPPER MOUNTAIN RD, , ,30,5,15,10,N,15,NYRD10009,0.000000,0.000000
NULL,NULL,8384,NIAGARA,Lewiston,NI1206,WALMORE RD, , ,44, , , ,N,5,NYRD10009,0.000000,0.000000
NULL,NULL,8385,NIAGARA,Lewiston,NI1207,CHEW RD, , ,32, , , ,N,25,NYRD10009,0.000000,0.000000
185003.47628495,4784116.70086171,8386,NIAGARA,Lewiston,NI1219,SAUNDERS SETTLEMENT RD,43 08 39.2,78 52 24.5,60,4,16, ,N,100,NYRD10009,43.144222,-78.873472
179338.43735059,4786177.87313684,8387,NIAGARA,Lewiston,NI1223,MOUNT HOPE RD,43 09 37.3,78 56 39.0,22, ,4, ,N,30,NYRD10009,43.160361,-78.944167
179441.03035846,4786049.35152182,8388,NIAGARA,Lewiston,NI1224,MOUNT HOPE RD,43 09 33.3,78 56 34.2,45, ,19, ,N,20,NYRD10009,43.159250,-78.942833
181855.25870038,4791535.57512549,8389,NIAGARA,Lewiston,NI1225,RANSOMVILLE RD,43 12 34.4,78 54 58.9,40, ,9, ,N,25,NYRD10009,43.209556,-78.916361
NULL,NULL,8390,NIAGARA,Lewiston,NI1231,WALMORE RD, , ,43,2,28, ,N,15,NYRD10009,0.000000,0.000000
NULL,NULL,8391,NIAGARA,Lewiston,NI1232,WALMORE RD, , ,42,1,27, ,N,15,NYRD10009,0.000000,0.000000
NULL,NULL,8392,NIAGARA,Lewiston,NI1236,WALMORE RD, , ,50,10,20, ,N, ,NYRD10009,0.000000,0.000000
NULL,NULL,8393,NIAGARA,Lewiston,NI1238,WALMORE RD, , ,34,15,24, ,N, ,NYRD10009,0.000000,0.000000
NULL,NULL,8394,NIAGARA,Lewiston,NI1249,MODEL CITY RD, , ,61,33,17, ,N, ,NYRD10009,0.000000,0.000000
180802.62644254,4784241.39174020,8395,NIAGARA,Lewiston,NI1250,SAUNDERS SETTLEMENT RD,43 08 36.9,78 55 30.3,80,9,0,19,N,100,NYRD10408,43.143583,-78.925083
205348.09540191,4788138.38636903,8396,NIAGARA,Lockport,NI1222,ROCHESTER RD,43 11 18.8,78 37 33.4,67,46,17, ,N,5,NYRD10009,43.188556,-78.625944
196714.39597235,4788088.63708308,8397,NIAGARA,Lockport,NI1226,SUNSET DR,43 11 04.9,78 43 55.0,80,4,10, ,N,1,NYRD10009,43.184694,-78.731944
199431.46030035,4786100.79992924,8398,NIAGARA,Lockport,NI1227,WEST AVE,43 10 04.5,78 41 51.0,29, ,15, ,N,12,NYRD10009,43.167917,-78.697500
205348.09540191,4788138.38636903,8399,NIAGARA,Lockport,NI1229,ROCHESTER RD,43 11 18.8,78 37 33.4,80,65, , ,N, ,NYRD10009,43.188556,-78.625944
199893.64997925,4784884.09166783,8400,NIAGARA,Lockport,NI1240,PINE ST,43 09 25.8,78 41 28.2,58,7, , ,N, ,NYRD10009,43.157167,-78.691167
NULL,NULL,8401,NIAGARA,Lyndonville,NI1239,RT 63, , ,40,10,16, ,N, ,NYRD10009,0.000000,0.000000
NULL,NULL,8402,NIAGARA,Middleport,NI1235,PEET ST, , ,63,10,10, ,N,2.5,NYRD10009,0.000000,0.000000
199437.09094023,4796490.23219805,8403,NIAGARA,Newfane,NI1203,CONDREN RD,43 15 40.6,78 42 11.1,74, , ,18,N,5,NYRD10009,43.261278,-78.703083
196079.30052374,4792698.44957806,8404,NIAGARA,Newfane,NI1210,RIDGE RD,43 13 33.1,78 44 32.2,100, , , ,N,1.5,NYRD10009,43.225861,-78.742278
199879.47789468,4792498.36854265,8405,NIAGARA,Newfane,NI1212,RIDGE RD,43 13 32.1,78 41 43.7,45, , , ,N,15,NYRD10009,43.225583,-78.695472
203868.18463863,4800075.56343513,8406,NIAGARA,Newfane,NI1217,HESS RD,43 17 42.9,78 39 01.9,60,21,38, ,N,2.5,NYRD10139,43.295250,-78.650528
195670.36504740,4794265.58434847,8407,NIAGARA,Newfane,NI1233,CHESTNUT RD,43 14 23.2,78 44 53.4,72,26,26, ,N,1,NYRD10139,43.239778,-78.748167
195632.67240076,4794332.19611923,8408,NIAGARA,Newfane,NI1234,CHESTNUT RD,43 14 25.3,78 44 55.2,27,8,21, ,N,1,NYRD10139,43.240361,-78.748667
198488.89957404,4795744.06947987,8409,NIAGARA,Newfane,NI1244,EWINGS RD,43 15 15.1,78 42 51.6,180,26,14,31,N,10,NYRD10408,43.254194,-78.714333
NULL,NULL,8410,NIAGARA,Niagara Falls,NI1237,PACKARD RD, , ,200,12,13, ,N,400,NYRD10408,0.000000,0.000000
173402.79728024,4778763.56905122,8411,NIAGARA,Niagara Falls,NI1242,PACKARD RD,43 05 28.4,79 00 45.5,200, ,19, ,N,800,NYRD10408,43.091222,-79.012639
174111.21186529,4777795.78718309,8412,NIAGARA,Niagara Falls,NI1248,FRONTIER AVE,43 04 58.2,79 00 12.2,200,26,27,40,N,300,NYRD10408,43.082833,-79.003389
174111.21186529,4777795.78718309,8413,NIAGARA,Niagara Falls,NI1251,FRONTIER AVE,43 04 58.2,79 00 12.2,200,33,28,41,N,600,NYRD10408,43.082833,-79.003389
175352.84784325,4794475.05958451,8414,NIAGARA,Porter,NI1208,LUTTS RD,43 13 59.5,78 59 52.6,55, ,44,55,N,4,NYRD10139,43.233194,-78.997944
172907.12066392,4795288.39025929,8415,NIAGARA,Porter,NI1220,BLAIRVILLE RD,43 14 22.0,79 01 42.5,73, ,14,67,N,8,NYRD10009,43.239444,-79.028472
177702.63007993,4796199.76475793,8416,NIAGARA,Porter,NI1221,YOUNGSTOWN LOCKPORT RD,43 14 58.9,78 58 12.3,72, , , ,N,20,NYRD10009,43.249694,-78.970083
172494.67492214,4798635.82126209,8417,NIAGARA,Porter,NI1228,LAKE RD,43 16 09.6,79 02 07.9,100,45,20, ,N,12,NYRD10009,43.269333,-79.035528
207629.03974070,4782377.38721694,8418,NIAGARA,Royalton,NI1209,SINGER RD,43 08 15.6,78 35 41.6,26, , , ,N,40,NYRD10009,43.137667,-78.594889
211215.69512813,4789864.51858839,8419,NIAGARA,Royalton,NI1211,SLAYTON SETTLEMENT RD,43 12 22.8,78 33 17.2,37,21,14,24,N,4,NYRD10009,43.206333,-78.554778
214840.23762944,4787829.16433597,8420,NIAGARA,Royalton,NI1213,PEET ST,43 11 21.9,78 30 33.1,46, , , ,N,15,NYRD10009,43.189417,-78.509194
217764.31131128,4784891.66424645,8421,NIAGARA,Royalton,NI1216,FREEMAN RD,43 09 50.8,78 28 18.4,45,29, , ,N, ,NYRD10009,43.164111,-78.471778
214795.55440411,4787518.89093885,8422,NIAGARA,Royalton,NI1218,PEET ST,43 11 11.8,78 30 34.5,30,11,12, ,N,10,NYRD10009,43.186611,-78.509583
NULL,NULL,8423,NIAGARA,Royalton,NI1230,PEET ST, , ,47,19,19, ,N,10,NYRD10050,0.000000,0.000000
NULL,NULL,8424,NIAGARA,Royalton,NI1243,CANAL RD, , ,60,10,4, ,N, ,NYRD10009,0.000000,0.000000
206017.72674971,4782490.06873722,8425,NIAGARA,Royalton,NI1246,AKRON RD,43 08 17.0,78 36 53.0,26,24,3, ,N, ,NYRD10009,43.138056,-78.614722
188925.08011760,4798733.15464025,8426,NIAGARA,Wilson,NI1214,WILSON CAMBRIA RD,43 16 37.8,78 50 00.9,82, , , ,N,4,NYRD10009,43.277167,-78.833583
185570.07797449,4795805.48644200,8427,NIAGARA,Wilson,NI1245,RANDALL RD,43 14 58.1,78 52 23.4,75,38,8, ,N, ,NYRD10009,43.249472,-78.873167
448900.61382844,4792560.32374404,8428,ONEIDA,Annsville,OE1650,MEADOWS RD,43 17 02.9,75 37 47.4,118,-999,12,118,N,7,NYRD10013,43.284139,-75.629833
451669.46418652,4793993.05455107,8429,ONEIDA,Annsville,OE1672,LEE CENTER RD,43 17 50.0,75 35 45.0,115,113,51,113,N,0.5,NYRD10006,43.297222,-75.595833
449099.83187507,4794178.45931634,8430,ONEIDA,Annsville,OE1806,BLOSSVALE RD,43 17 55.4,75 37 39.1,324,18, ,18,N,3,NYRD10013,43.298722,-75.627528
451378.71423164,4803071.28312121,8431,ONEIDA,Annsville,OE1820,SHEEHAN RD,43 22 44.2,75 36 00.8,153,80, ,80,N, ,NYRD10149,43.378944,-75.600222
450488.93013949,4793403.08507706,8432,ONEIDA,Annsville,OE1851,RT 69,43 17 30.6,75 36 37.2,80,-999,42,80,N,5,NYRD10098,43.291833,-75.610333
447916.76107411,4804108.98500923,8433,ONEIDA,Annsville,OE1869,SHEEHAN RD,43 23 17.0,75 38 35.0,80,10,3,20,N,20,NYRD10006,43.388056,-75.643056
450131.81287186,4792952.20680010,8434,ONEIDA,Annsville,OE2036,BECKWITH RD,43 17 15.9,75 36 52.9,177,-999,57,167,Y,10,NYRD10142,43.287750,-75.614694
448116.00904519,4793112.33168781,8435,ONEIDA,Annsville,OE2364,BLOSSVALE RD,43 17 20.6,75 38 22.4,67,76,15,57,Y,70,NYRD10142,43.289056,-75.639556
452925.15298779,4808304.92034783,8436,ONEIDA,Annsville,OE2815,CREEK RD,43 25 34.2,75 34 53.7,54,-999,20,54,N,8,NYRD10230,43.426167,-75.581583
452316.24092645,4792402.78571963,8437,ONEIDA,Annsville,OE2893,ST RT 69,43 16 58.6,75 35 15.8,160,90, ,90,N,0,NYRD10062,43.282944,-75.587722
450109.76029783,4792711.73847265,8438,ONEIDA,Annsville,OE3380,BECKWITH RD,43 17 08.1,75 36 53.8,90,-999,49,61,Y,2.5,NYRD10006,43.285583,-75.614944
449911.91584062,4792167.15106871,8439,ONEIDA,Annsville,OE3538,RANNEY RD,43 16 50.4,75 37 02.4,103,-999,22.5,103,N,8,NYRD10006,43.280667,-75.617333
449207.11266876,4793159.59832768,8440,ONEIDA,Annsville,OE3726,MEADOWS RD,43 17 22.4,75 37 34.0,68,-999,20,68,N, ,NYRD10098,43.289556,-75.626111
449883.60071567,4792605.43128476,8441,ONEIDA,Annsville,OE3728,MACFARLAND RD,43 17 04.6,75 37 03.8,44,-999,26.5,44,Y,1.5,NYRD10006,43.284611,-75.617722
449689.02120298,4792807.39809781,8442,ONEIDA,Annsville,OE3732,MACFARLAND RD,43 17 11.1,75 37 12.5,262,140,120,140,N,25,NYRD10013,43.286417,-75.620139
459934.39759189,4762504.29434349,8443,ONEIDA,Augusta,OE1873,KIMBALL RD,43 00 51.0,75 29 30.0,96,24,73,30.5,Y,15,NYRD10006,43.014167,-75.491667
461013.27986816,4762744.84674327,8444,ONEIDA,Augusta,OE1909,BURKE RD,43 00 59.0,75 28 42.4,179,120,140, ,N, ,NYRD10149,43.016389,-75.478444
457852.54222110,4759681.86620318,8445,ONEIDA,Augusta,OE1920,NORTH RD,42 59 19.1,75 31 01.2,225,58,41,58,N,10,NYRD10110,42.988639,-75.517000
460042.74361548,4753514.63180749,8446,ONEIDA,Augusta,OE2002,BARKER RD,42 55 59.6,75 29 22.9,120,-999, ,120,N, ,NYRD10013,42.933222,-75.489694
459115.44358118,4758036.19266478,8447,ONEIDA,Augusta,OE2065,AUGUSTA SOLSVILLE RD,42 58 26.0,75 30 05.0,92,-999, ,92,N, ,NYRD10013,42.973889,-75.501389
460939.37215544,4755335.64278484,8448,ONEIDA,Augusta,OE2635,RT 26,42 56 58.8,75 28 43.8,50,40,20, ,N,15,NYRD10006,42.949667,-75.478833
457817.18322155,4758352.53891634,8449,ONEIDA,Augusta,OE2673,HUTH SAYER RD,42 58 36.0,75 31 02.4,161,9,53,20,N,15,NYRD10006,42.976667,-75.517333
461623.51386509,4756109.13895028,8450,ONEIDA,Augusta,OE2944,MCLAIN RD,42 57 24.0,75 28 13.8,101,39,23,40,N,4.5,NYRD10006,42.956667,-75.470500
462830.63903596,4807647.66726161,8451,ONEIDA,Ava,OE1664,EAST AVA RD,43 25 14.9,75 27 33.0,70,12,62,12,N, ,NYRD10157,43.420806,-75.459167
468226.85819238,4809434.06741605,8452,ONEIDA,Ava,OE1829,N/A,43 26 13.7,75 23 33.4,80,8,10,10,N,30,NYRD10157,43.437139,-75.392611
455580.64266183,4803517.44883139,8453,ONEIDA,Ava,OE1830,N/A,43 22 59.6,75 32 54.2,106, ,15,22,N,4.5,NYRD10157,43.383222,-75.548389
468378.11712318,4809090.92344726,8454,ONEIDA,Ava,OE2049,DORN SPUR RD,43 26 02.6,75 23 26.6,130,27,18,27,N,5,NYRD10157,43.434056,-75.390722
468163.36059997,4809317.13750717,8455,ONEIDA,Ava,OE2406,DORN RD,43 26 09.9,75 23 36.2,160,12,43,14,N,3,NYRD10157,43.436083,-75.393389
474971.39580607,4817405.00501664,8456,ONEIDA,Boonville,OE1642,WHEELOCK DR,43 30 33.0,75 18 34.7,140,31, ,31,N, ,NYRD10013,43.509167,-75.309639
478485.19098895,4815236.44921981,8457,ONEIDA,Boonville,OE1643,REED LN,43 29 23.1,75 15 57.9,52,39,6,38.5,N, ,NYRD10144,43.489750,-75.266083
475341.12469004,4808605.29841531,8458,ONEIDA,Boonville,OE1644,POTATO HILL RD,43 25 47.8,75 18 16.8,122,-999, ,122,N, ,NYRD10013,43.429944,-75.304667
NULL,NULL,8459,ONEIDA,Boonville,OE1646,RT 12, , ,142,37,140,37,N, ,NYRD10157,0.000000,0.000000
NULL,NULL,8460,ONEIDA,Boonville,OE1647,WHEELOCK DR, , ,120,27,110,27,N, ,NYRD10157,0.000000,0.000000
470511.64475964,4813717.98748488,8461,ONEIDA,Boonville,OE1648,LEWIS RD,43 28 32.9,75 21 52.6,52,-999,52,49.5,N, ,NYRD10157,43.475806,-75.364611
481710.30431544,4809350.08540955,8462,ONEIDA,Boonville,OE1655,TAYLOR RD,43 26 12.6,75 13 33.6,53,-999,12,53,N, ,NYRD10098,43.436833,-75.226000
473742.22853515,4809092.58630449,8463,ONEIDA,Boonville,OE1665,ST RT 46,43 26 03.4,75 19 28.0,50,30,42,30,N,7,NYRD10157,43.434278,-75.324444
474005.52720966,4817893.01306245,8464,ONEIDA,Boonville,OE1666,DEVOE RD,43 30 48.7,75 19 17.8,70,21,7,21,N,30,NYRD10157,43.513528,-75.321611
478528.92486983,4814159.65502022,8465,ONEIDA,Boonville,OE1667,MILLERS WOODS RD,43 28 48.2,75 15 55.8,90,20,87,20,N, ,NYRD10157,43.480056,-75.265500
475557.77459335,4813787.24729473,8466,ONEIDA,Boonville,OE1677,LOVERS LN,43 28 35.8,75 18 08.0,124,-999,80,124,N,10,NYRD10144,43.476611,-75.302222
472445.83431131,4815329.41625364,8467,ONEIDA,Boonville,OE1803,DENSLOW DR,43 29 25.4,75 20 26.8,64,51,17,52.5,N, ,NYRD10144,43.490389,-75.340778
468813.12049689,4808357.75827444,8468,ONEIDA,Boonville,OE1804,N/A,43 25 38.9,75 23 07.1,65,22,12,22,N,15,NYRD10157,43.427472,-75.385306
475309.44205476,4817743.10516544,8469,ONEIDA,Boonville,OE1831,WALKER RD,43 30 44.0,75 18 19.7,110, ,5,9,N,20,NYRD10157,43.512222,-75.305472
476222.90401583,4813828.05573472,8470,ONEIDA,Boonville,OE1897,LA CHAUSSE RD,43 28 37.2,75 17 38.4,120,60,58,60,N,5,NYRD10417,43.477000,-75.294000
471322.47570077,4815253.89846264,8471,ONEIDA,Boonville,OE1904,WEST RD,43 29 22.8,75 21 16.8,100, ,40,59,N,5,NYRD10417,43.489667,-75.354667
471544.80294116,4816838.64581532,8472,ONEIDA,Boonville,OE1913,RT 12D,43 30 14.2,75 21 07.2,150,27,15,30,N,3,NYRD10157,43.503944,-75.352000
481820.57223733,4807724.02880628,8473,ONEIDA,Boonville,OE1914,RT 12,43 25 19.9,75 13 28.5,110,35,12,35,N,20,NYRD10157,43.422194,-75.224583
475261.55709988,4814488.61894884,8474,ONEIDA,Boonville,OE2047,WOODGATE DR,43 28 58.5,75 18 21.3,265,57,40,57,N,1,NYRD10157,43.482917,-75.305917
475463.74358739,4817572.86581145,8475,ONEIDA,Boonville,OE2052,RIVEREDGE LN,43 30 38.5,75 18 12.8,100,8, ,8,N, ,NYRD10013,43.510694,-75.303556
473409.97020940,4817747.26104583,8476,ONEIDA,Boonville,OE2053,EAST RD,43 30 43.9,75 19 44.3,382,6, ,17.5,N, ,NYRD10013,43.512194,-75.328972
481449.55839543,4816702.24191785,8477,ONEIDA,Boonville,OE2087,WOODGATE DR,43 30 10.9,75 13 46.1,140,31,16,41,N,12,NYRD10029,43.503028,-75.229472
479006.42064974,4810234.08484936,8478,ONEIDA,Boonville,OE2101,ST HWY 12,43 26 41.0,75 15 34.0,283,14, ,14,N,25,NYRD10013,43.444722,-75.259444
473347.05367616,4813197.14725388,8479,ONEIDA,Boonville,OE2265,RT 46,43 28 16.4,75 19 46.3,222,22, ,22,N,4,NYRD10013,43.471222,-75.329528
476541.24471043,4814925.19036162,8480,ONEIDA,Boonville,OE2405,N/A,43 29 12.8,75 17 24.4,220,22,18,22,N,20,NYRD10157,43.486889,-75.290111
478793.23815178,4821038.33051381,8481,ONEIDA,Boonville,OE2429,MOOSE RIVER RD,43 32 31.2,75 15 45.0,340,150, ,150,N,8,NYRD10013,43.542000,-75.262500
480651.46943266,4816386.73744436,8482,ONEIDA,Boonville,OE2672,HAWKINSVILLE RD,43 30 00.6,75 14 21.6,82,-999,58,82,N, ,NYRD10098,43.500167,-75.239333
482823.64402226,4806922.40590866,8483,ONEIDA,Boonville,OE2895,BEAVER TRAIL,43 24 54.0,75 12 43.8,180,90,8,90,N,50,NYRD10013,43.415000,-75.212167
478505.05139406,4814421.95348023,8484,ONEIDA,Boonville,OE2902,MILLERS WOODS RD,43 28 56.7,75 15 56.9,90,20,11,20,N,20,NYRD10157,43.482417,-75.265806
469415.49854818,4813762.98126543,8485,ONEIDA,Boonville,OE2917,LEWIS RD,43 28 34.2,75 22 41.4,142,130,21,130,N,25,NYRD10013,43.476167,-75.378167
483529.22770319,4807617.83902709,8486,ONEIDA,Boonville,OE3035,HEMLOCK HILLS RD,43 25 16.6,75 12 12.5,102,96,24,96,N,25,NYRD10013,43.421278,-75.203472
482218.98228430,4809586.26495765,8487,ONEIDA,Boonville,OE3158,DUTCH HILL RD,43 26 20.3,75 13 11.0,220,103,32,103,N,25,NYRD10013,43.438972,-75.219722
476981.33154525,4817502.71651376,8488,ONEIDA,Boonville,OE3247,CAMP RD,43 30 36.4,75 17 05.2,174,-999,53,174,N,7,NYRD10013,43.510111,-75.284778
477998.53966691,4816839.12597306,8489,ONEIDA,Boonville,OE3282,PINES RD,43 30 15.0,75 16 19.8,280,85,37,98,N,2,NYRD10013,43.504167,-75.272167
476027.11037522,4815624.20727968,8490,ONEIDA,Boonville,OE3335,HAYES RD,43 29 35.4,75 17 47.4,340,36,125,36,N,4,NYRD10013,43.493167,-75.296500
478317.58184715,4814802.00592129,8491,ONEIDA,Boonville,OE3683,MILLERS WOODS RD,43 29 09.0,75 16 05.3,100,20,5,20,N,20,NYRD10157,43.485833,-75.268139
475338.09450892,4809006.35322961,8492,ONEIDA,Boonville,OE3704,POTATO HILL RD,43 26 00.8,75 18 17.0,143,64,22,65,N,2,NYRD10002,43.433556,-75.304722
476982.91601937,4753375.22262520,8493,ONEIDA,Bridgewater,OE1880,HARDSCRABBLE RD,42 55 57.6,75 16 55.5,342,50, ,50,N,3,NYRD10013,42.932667,-75.282083
479804.76980883,4753347.83163383,8494,ONEIDA,Bridgewater,OE1905,BABCOCK HILL RD,42 55 57.0,75 14 51.0,60,56,27,57.5,N,6,NYRD10006,42.932500,-75.247500
479654.23805190,4747672.51410905,8495,ONEIDA,Bridgewater,OE2094,MILL ST,42 52 53.0,75 14 56.9,23,-999,5,23,N,15,NYRD10110,42.881389,-75.249139
478657.28947423,4748786.00858003,8496,ONEIDA,Bridgewater,OE2181,DONLEY RD,42 53 29.0,75 15 41.0,140,132,21,134,N,6,NYRD10006,42.891389,-75.261389
479480.21009619,4747888.95609239,8497,ONEIDA,Bridgewater,OE2724,MAPLEDALE RD,42 53 00.0,75 15 04.6,66,-999,10,66,N,7,NYRD10062,42.883333,-75.251278
443166.67132839,4798976.64566096,8498,ONEIDA,Camden,OE1620,WALDRON RD,43 20 29.4,75 42 04.2,62,56,8,60.5,N,8,NYRD10098,43.341500,-75.701167
436222.94160182,4799044.70468853,8499,ONEIDA,Camden,OE1807,ST RT 69,43 20 29.6,75 47 12.6,145,40, ,40,N,4,NYRD10013,43.341556,-75.786833
436901.07253226,4800772.20020777,8500,ONEIDA,Camden,OE1824,PENNY MIX RD,43 21 25.8,75 46 43.2,96,-999,10,96,N,8,NYRD10098,43.357167,-75.778667
437988.90105459,4798617.96627531,8501,ONEIDA,Camden,OE1837,MEXICO RD,43 20 16.3,75 45 54.0,30,-999,5, ,N, ,NYRD10149,43.337861,-75.765000
439423.28785275,4802884.05014841,8502,ONEIDA,Camden,OE1884,WALKER RD,43 22 35.0,75 44 52.0,78,50,6,53,N,2.25,NYRD10006,43.376389,-75.747778
